gene_name	class_type	count	probes
CNTNAP2	class1	5	{'cg21322436', 'cg02024077', 'cg11642382', 'cg09571420', 'cg04706867'}
CNTNAP2	class2	75	{'cg07657658', 'cg19260567', 'cg23371106', 'cg05749717', 'cg15700587', 'cg21823080', 'cg05082805', 'cg21475065', 'cg24990327', 'cg03436967', 'cg07035001', 'cg01507577', 'cg14627974', 'cg23708361', 'cg27616595', 'cg18216587', 'cg27562595', 'cg01123783', 'cg01615815', 'cg16521917', 'cg02373104', 'cg06059332', 'cg07299645', 'cg04486528', 'cg15208525', 'cg24927769', 'cg16341266', 'cg02530350', 'cg16595458', 'cg16405211', 'cg07028533', 'cg10941174', 'cg11207515', 'cg18804920', 'cg16694011', 'cg15440158', 'cg11447650', 'cg24429310', 'cg02515738', 'cg00650953', 'cg05340866', 'ch.7.3089487R', 'cg14248352', 'cg06822340', 'cg18625951', 'cg22635363', 'cg15578140', 'cg26107538', 'cg17372101', 'cg26820118', 'cg00016814', 'cg16910830', 'cg07612562', 'cg02515354', 'cg09335647', 'cg21126583', 'cg22807241', 'cg26548251', 'cg17831934', 'cg10688790', 'cg27531356', 'cg16254309', 'cg22049038', 'cg03892601', 'cg14053575', 'cg03252313', 'cg24887139', 'cg21009420', 'cg10778837', 'cg11592503', 'cg06730364', 'cg26942930', 'cg06638113', 'cg05422683', 'cg25949550'}
NRCAM	class1	5	{'cg09561125', 'cg15919396', 'cg17583077', 'cg24188919', 'cg15531930'}
NRCAM	class2	32	{'cg20811317', 'cg17885062', 'cg25311470', 'cg06002804', 'cg00280235', 'cg23636623', 'cg25994871', 'cg06570167', 'cg00019997', 'cg19055872', 'cg18893000', 'cg23543795', 'cg14242526', 'cg06269204', 'cg24429533', 'cg06292947', 'cg05466901', 'cg16073236', 'cg02824443', 'cg19315638', 'cg21884374', 'cg07516712', 'cg12355813', 'cg11514698', 'cg26573382', 'cg05412664', 'cg27206665', 'cg03514928', 'cg11747586', 'cg02804240', 'cg07925411', 'cg26652447'}
WDR86	class1	5	{'cg19831077', 'cg03693105', 'cg21532325', 'cg00878038', 'cg16482474'}
WDR86	class2	40	{'cg15064042', 'cg04368808', 'cg00920126', 'cg00228240', 'cg15532408', 'cg03826252', 'cg18311498', 'cg19340390', 'cg13258599', 'cg17362861', 'cg17881007', 'cg21308656', 'cg15446884', 'cg15357078', 'cg02891728', 'cg10493259', 'cg12433277', 'cg24954171', 'cg07078452', 'cg12775656', 'cg24107270', 'cg03687379', 'cg00027162', 'cg09446247', 'cg01545109', 'cg17692429', 'cg15975980', 'cg23476065', 'cg12973548', 'cg10965131', 'cg00234261', 'cg24068372', 'cg07303435', 'cg10770742', 'cg06201680', 'cg22052566', 'cg06908655', 'cg00551487', 'cg03348584', 'cg26438167'}
HIP1	class1	6	{'cg19119531', 'cg17787366', 'cg04200641', 'cg13430094', 'cg14774677', 'cg09844775'}
HIP1	class2	38	{'cg00361176', 'cg24650353', 'cg14796107', 'cg01621268', 'cg26596975', 'cg27531731', 'cg02229461', 'cg23657377', 'cg05145297', 'cg07211516', 'cg20580578', 'cg09346547', 'cg19507725', 'ch.7.1651382F', 'cg05171367', 'cg14089007', 'cg07928105', 'cg18432145', 'cg20796544', 'cg27415006', 'cg06147752', 'cg26406292', 'cg16561155', 'cg02075822', 'cg09725962', 'cg18724912', 'cg03837935', 'cg25444339', 'cg20307391', 'cg22340644', 'cg13702357', 'cg02713883', 'cg00029161', 'cg13071326', 'cg22605936', 'cg05857060', 'cg16272084', 'cg14177084'}
ICA1	class1	11	{'cg16379704', 'cg20641531', 'cg13394022', 'cg05822926', 'cg20977170', 'cg15413566', 'cg11837701', 'cg00507727', 'cg00030291', 'cg20371765', 'cg10798171'}
ICA1	class2	17	{'cg03411270', 'cg23976336', 'cg21291881', 'cg26804423', 'cg20022118', 'cg10025432', 'cg14430015', 'cg23347850', 'cg25766425', 'cg26826957', 'cg00106621', 'cg07190543', 'cg05958816', 'cg13313430', 'cg05372578', 'cg14362004', 'cg05434957'}
MEPCE	class1	10	{'cg20040772', 'cg18515655', 'cg23667466', 'cg10714329', 'cg11203670', 'cg13153964', 'cg12909983', 'cg14605559', 'cg18262051', 'cg01860168'}
MEPCE	class2	12	{'cg23701184', 'cg13369981', 'cg00030432', 'cg17607973', 'cg26234885', 'cg11719452', 'cg07311968', 'cg12584718', 'cg07160278', 'cg13467412', 'cg21181989', 'cg21679810'}
ANKIB1	class1	5	{'cg14520511', 'cg00035937', 'cg06075477', 'cg27528649', 'cg13205784'}
ANKIB1	class2	15	{'cg15304674', 'cg27159237', 'cg08771429', 'cg08139724', 'cg11071900', 'cg24672022', 'cg16311192', 'cg16554974', 'cg12034167', 'cg19797536', 'cg10095247', 'cg25461267', 'cg11036338', 'cg11813617', 'cg14996935'}
TAX1BP1	class1	5	{'cg06498773', 'cg10393333', 'cg18272543', 'cg18600035', 'cg06383546'}
TAX1BP1	class2	14	{'cg00039564', 'cg15392858', 'cg22716738', 'cg13334285', 'cg08612570', 'cg20914370', 'cg25428423', 'cg15092761', 'cg17205461', 'cg18243542', 'cg11899895', 'cg20959894', 'cg11084020', 'cg17844448'}
HOXA3	class1	10	{'cg20688917', 'cg00727675', 'cg23876203', 'cg12434681', 'cg11267546', 'cg24469729', 'cg07094847', 'cg00524179', 'cg20712820', 'cg24272697'}
HOXA3	class2	64	{'cg22772747', 'cg16748008', 'cg09469665', 'cg25426743', 'cg15982700', 'cg01964852', 'cg02627455', 'cg13172549', 'cg19999161', 'cg01027532', 'cg18430152', 'cg07522913', 'cg13240116', 'cg18680977', 'cg19817912', 'cg02439266', 'cg19048532', 'cg16406967', 'cg00431187', 'cg17800708', 'cg22962123', 'cg03536885', 'cg07942135', 'cg22798849', 'cg19240213', 'cg04778178', 'cg04351734', 'cg14573448', 'cg02000808', 'cg07061298', 'cg03331474', 'cg03308399', 'cg26297005', 'cg16644023', 'cg01301319', 'cg07153966', 'cg09798023', 'cg21134232', 'cg07917150', 'cg24361385', 'cg01175550', 'cg09591524', 'cg09865454', 'cg27539480', 'cg00921266', 'cg12305431', 'cg06837799', 'cg24360871', 'cg05851442', 'cg08164294', 'cg00318947', 'cg21556281', 'cg00040268', 'cg08101036', 'cg25768734', 'cg14216068', 'cg02693607', 'cg03650946', 'cg00899400', 'cg26127662', 'cg05109569', 'cg10794257', 'cg12538674', 'cg09144964'}
LOC728743	class1	5	{'cg08450280', 'cg27511265', 'cg25392384', 'cg01360119', 'cg07914621'}
LOC728743	class2	15	{'cg08261702', 'cg25403974', 'cg18943917', 'cg15900320', 'cg05856556', 'cg09138267', 'cg17640893', 'cg25554744', 'cg00042325', 'cg13280056', 'cg24027780', 'cg03963552', 'cg19877419', 'cg23896514', 'cg00852675'}
PEX1	class1	5	{'cg10622741', 'cg06032344', 'cg22159946', 'cg16279909', 'cg03885022'}
PEX1	class2	14	{'cg18024793', 'cg24426209', 'cg26605518', 'cg06273413', 'cg05707386', 'cg10183035', 'cg06159087', 'cg00043043', 'cg12566780', 'cg12747676', 'cg15576058', 'cg24030425', 'cg00599328', 'cg09219368'}
PLOD3	class1	5	{'cg17618194', 'cg18670235', 'cg25527547', 'cg12625296', 'cg19873785'}
PLOD3	class2	26	{'cg07095530', 'cg27546981', 'cg08451977', 'cg04306248', 'cg05374623', 'cg14859317', 'cg02446080', 'cg25393595', 'cg16639138', 'cg04074766', 'cg27118278', 'cg03811533', 'cg03461678', 'cg12803060', 'cg22362802', 'cg16390570', 'cg25653341', 'cg18437077', 'cg27550442', 'cg21121455', 'cg21129365', 'cg00046021', 'cg01216607', 'cg27039626', 'cg07156484', 'cg23266533'}
STAG3	class1	7	{'cg21394081', 'cg21906830', 'cg09865339', 'cg16876876', 'cg20531781', 'cg21123656', 'cg10501880'}
STAG3	class2	11	{'cg18691434', 'cg00048759', 'cg16268157', 'cg13210467', 'cg04778012', 'cg09293122', 'cg15140703', 'cg00087482', 'cg10084644', 'cg04697562', 'cg00553149'}
GPC2	class1	9	{'cg18691434', 'cg00048759', 'cg13210467', 'cg21906830', 'cg04778012', 'cg15140703', 'cg10084644', 'cg04697562', 'cg00553149'}
GPC2	class2	15	{'cg19337854', 'cg21394081', 'cg01942863', 'cg13921324', 'cg19629818', 'cg01942654', 'cg09865339', 'cg18090197', 'cg14839323', 'cg01032653', 'cg16876876', 'cg20531781', 'cg03608285', 'cg21123656', 'cg10501880'}
NOM1	class1	6	{'cg17827650', 'cg02413092', 'cg07626700', 'cg04504478', 'cg22794772', 'cg21724654'}
NOM1	class2	31	{'cg25170997', 'cg13098366', 'cg16205979', 'cg08437995', 'cg13976544', 'cg01892567', 'cg06851224', 'cg20896342', 'cg25441200', 'cg02528112', 'cg17324160', 'cg02047646', 'cg05232802', 'cg05439608', 'cg01249735', 'cg04271677', 'cg24925865', 'cg27447165', 'cg04410587', 'cg07848636', 'cg21026426', 'cg07123811', 'cg11558972', 'cg20030934', 'cg10004280', 'cg18443692', 'cg09611656', 'cg21898343', 'cg00049894', 'cg03426236', 'cg13425150'}
GIMAP7	class1	5	{'cg01827098', 'cg01444712', 'cg08037327', 'cg05597504', 'cg15704358'}
GIMAP7	class2	12	{'cg15849098', 'cg07956751', 'cg24413842', 'cg00051483', 'cg08637514', 'cg01260502', 'cg17643598', 'cg17806882', 'cg03800150', 'cg03801183', 'cg09132388', 'cg16532400'}
SMURF1	class1	5	{'cg02994326', 'cg00744850', 'cg18204762', 'cg24441903', 'cg05292478'}
SMURF1	class2	44	{'cg11120115', 'cg08486903', 'cg22928606', 'cg24118495', 'cg08900901', 'cg07615435', 'cg00054890', 'cg17146738', 'cg15061591', 'cg24287189', 'cg01132769', 'cg21993461', 'cg04878240', 'cg08623942', 'cg18564971', 'cg11543304', 'cg24610349', 'cg08205736', 'cg24407596', 'cg19921577', 'cg10448795', 'cg16822777', 'cg09221667', 'cg26022064', 'cg17330061', 'cg20048529', 'cg05967295', 'cg02531439', 'cg03006716', 'cg13525639', 'cg18735089', 'cg02469356', 'cg11865296', 'cg25939995', 'cg19989222', 'cg03126834', 'cg14769121', 'cg21593606', 'cg12539349', 'cg04031134', 'cg13054378', 'cg13152501', 'cg18887230', 'cg14080518'}
C7orf49	class1	5	{'cg19889856', 'cg21217345', 'cg06254964', 'cg19882784', 'cg05204540'}
C7orf49	class2	13	{'cg20830848', 'cg00059740', 'cg05564981', 'cg12476065', 'cg14282222', 'cg02588777', 'cg22540129', 'cg11202871', 'cg09872104', 'cg04619859', 'cg00464046', 'cg01856450', 'cg04827747'}
SDK1	class1	7	{'cg03457472', 'cg05714673', 'cg15466606', 'cg04470905', 'cg11825501', 'cg23194354', 'cg02888210'}
SDK1	class2	298	{'cg01506471', 'cg20597403', 'cg04572429', 'cg12602711', 'cg10741603', 'cg19868125', 'cg04420256', 'cg09404689', 'cg26406014', 'cg04659536', 'cg10795342', 'cg14414971', 'cg01982837', 'cg06299427', 'cg24872851', 'cg05856896', 'cg03976326', 'cg12867156', 'cg13261883', 'cg09439722', 'cg21530308', 'cg20152326', 'cg03141780', 'cg11612098', 'cg12160424', 'cg20150591', 'cg01021547', 'cg04059454', 'cg22185774', 'cg22326929', 'cg07926598', 'cg04609841', 'cg16339286', 'cg07683594', 'cg07638249', 'cg26192503', 'cg17744375', 'cg03393322', 'cg19691505', 'cg26907087', 'cg05604819', 'cg03010092', 'cg17739302', 'cg24418393', 'cg05386977', 'cg18711683', 'cg09008985', 'cg09255473', 'cg04612959', 'cg20943076', 'cg02491557', 'cg12190994', 'cg23474811', 'cg06110701', 'cg23797551', 'cg02734955', 'cg07249765', 'cg07526904', 'cg07673838', 'cg13306338', 'cg02004499', 'cg12950665', 'cg21853331', 'cg23320454', 'cg11859398', 'cg26856527', 'cg27574739', 'cg05627727', 'cg18856214', 'cg05864564', 'cg19871079', 'cg18395354', 'cg06332777', 'cg18882314', 'cg00136968', 'cg17415859', 'cg05529686', 'cg18933685', 'cg25274735', 'cg16259714', 'cg20810125', 'cg18022346', 'cg12266167', 'cg27658048', 'cg04892724', 'cg12904569', 'cg01027553', 'cg16387742', 'cg02581302', 'cg15840110', 'cg11535255', 'cg08019384', 'cg11170896', 'cg10043427', 'cg11082847', 'cg16717192', 'cg21330802', 'cg27230959', 'cg08242194', 'cg15135773', 'cg17176209', 'cg08302885', 'cg04358834', 'cg07211472', 'cg24284741', 'cg06621691', 'cg04902838', 'cg07005020', 'cg26550874', 'cg26664107', 'cg21206217', 'cg16725535', 'cg19854900', 'cg26111152', 'cg05061754', 'cg10485243', 'cg16998016', 'cg00564857', 'cg14309916', 'cg03060764', 'cg21582785', 'cg20502376', 'cg15074266', 'cg00080060', 'cg13433644', 'cg23463794', 'cg26315617', 'cg02716317', 'cg26800883', 'cg09734932', 'cg12592815', 'cg05484770', 'cg01792229', 'cg21248987', 'cg16736279', 'cg18380349', 'cg24978805', 'cg21005410', 'cg25451765', 'cg16629262', 'cg05316911', 'cg11791155', 'cg04680535', 'cg26180191', 'cg05642264', 'cg05067499', 'cg22103601', 'cg21053935', 'cg06956786', 'cg09694898', 'cg14017689', 'cg16639880', 'cg04258696', 'cg08073934', 'cg22086566', 'cg05538161', 'cg15602580', 'cg18380123', 'cg19369262', 'cg15587771', 'cg04831806', 'cg20265953', 'cg05697832', 'cg00069391', 'cg06372919', 'cg06542140', 'cg17692259', 'cg22957142', 'cg27005946', 'ch.7.163474F', 'cg04534231', 'cg06720232', 'cg07829265', 'cg01572891', 'cg18620306', 'cg09832613', 'cg21999726', 'cg23972767', 'cg22703520', 'cg11998431', 'cg19529957', 'cg02329576', 'cg08102516', 'cg01310605', 'cg25596006', 'cg09424595', 'cg06506470', 'cg27068757', 'cg03762823', 'cg17923485', 'cg08250787', 'cg24441899', 'cg14431986', 'cg16956686', 'cg21519944', 'cg00083596', 'cg20780013', 'cg21882563', 'cg09599843', 'cg12777588', 'cg01791785', 'cg17707964', 'cg17430781', 'cg24192569', 'cg24851600', 'cg25207857', 'cg12732673', 'cg26275264', 'cg27381557', 'cg13375629', 'cg02952963', 'cg01667575', 'cg16321846', 'cg04109941', 'cg26734522', 'cg15934004', 'cg16851584', 'cg13153353', 'cg18372960', 'cg11881246', 'cg18331909', 'cg19286989', 'cg19727491', 'cg20258934', 'cg01023798', 'cg25981350', 'cg24061597', 'cg05813781', 'cg13378643', 'cg15478515', 'cg16255280', 'cg06686146', 'cg10858640', 'cg23639541', 'cg14791502', 'cg24796546', 'cg25711963', 'cg22143209', 'cg06674280', 'cg19297245', 'cg17409673', 'cg21893387', 'cg03752259', 'cg09866101', 'cg11780546', 'cg22871796', 'cg27049129', 'cg19230787', 'cg01923516', 'cg02909329', 'cg05812582', 'cg21643217', 'cg22967140', 'cg20355735', 'cg19016273', 'cg09461837', 'cg24506706', 'cg17756105', 'cg27586255', 'cg16674020', 'cg17837572', 'cg14677296', 'cg07315168', 'cg23484249', 'cg25804280', 'cg22535849', 'cg14682731', 'cg08105834', 'cg09398082', 'cg15319585', 'cg16866485', 'cg22677475', 'cg23357832', 'cg17287122', 'cg08787332', 'cg24490529', 'cg25144558', 'cg22558061', 'cg16250868', 'cg00968020', 'cg13079528', 'cg25783987', 'cg11998932', 'cg11278204', 'cg12564012', 'cg04540512', 'cg05669845', 'cg27215475', 'cg20648979', 'cg05220280', 'cg02698926', 'cg18850427', 'cg17051318', 'cg13818127', 'cg00423697', 'cg14950237', 'cg05831188', 'cg05896377'}
NUDT1	class1	6	{'cg00073716', 'cg04305677', 'cg22516733', 'cg05061208', 'cg08015590', 'cg21060429'}
NUDT1	class2	21	{'cg01632311', 'cg04131010', 'cg13748354', 'cg20631595', 'cg02326253', 'cg13550401', 'cg25802871', 'cg11066209', 'cg17467898', 'cg04096735', 'cg10974601', 'cg01748498', 'cg21733560', 'cg05861879', 'cg07287682', 'cg03663120', 'cg22415591', 'cg00461882', 'cg12017558', 'cg08240539', 'cg10700570'}
FTSJ2	class1	5	{'cg25802871', 'cg11066209', 'cg22415591', 'cg08240539', 'cg20631595'}
FTSJ2	class2	12	{'cg01632311', 'cg02172222', 'cg00073716', 'cg04305677', 'cg22516733', 'cg17012154', 'cg04096735', 'cg10700570', 'cg05061208', 'cg08015590', 'cg21060429', 'cg07287682'}
GRM8	class1	6	{'cg24791862', 'cg26640467', 'cg17159473', 'cg13286510', 'cg25067120', 'cg10986355'}
GRM8	class2	39	{'cg22218695', 'cg08731559', 'cg06759901', 'cg16517543', 'cg08992229', 'cg09971309', 'cg00091960', 'cg14158769', 'cg03101021', 'cg25121007', 'cg09868882', 'cg15908975', 'cg02929073', 'cg02946850', 'cg20429954', 'cg22319267', 'cg25900614', 'cg00076497', 'cg02090654', 'cg16919771', 'cg22374237', 'cg24294950', 'cg22986870', 'cg02409125', 'cg12012319', 'cg05065846', 'cg18574254', 'cg15254881', 'cg03527683', 'cg14399018', 'cg14691364', 'cg11464074', 'cg04386614', 'cg09066361', 'cg13588054', 'cg19270265', 'cg17540499', 'cg05954147', 'cg00991400'}
PTCD1	class1	5	{'cg11148058', 'cg19161053', 'cg00901683', 'cg13366445', 'cg23432795'}
PTCD1	class2	21	{'cg03477775', 'cg00082411', 'cg10256052', 'cg10500406', 'cg15888366', 'cg03695448', 'cg09099965', 'cg02027143', 'cg03751649', 'cg04400944', 'cg07184541', 'cg26796981', 'cg01916058', 'cg05830961', 'cg20228788', 'cg18809830', 'cg13827212', 'cg10817855', 'cg10337422', 'cg06934110', 'cg07163811'}
EN2	class1	10	{'cg10914137', 'cg16313026', 'cg23772205', 'cg10481660', 'cg11648289', 'cg13677571', 'cg14036479', 'cg20767111', 'cg12034383', 'cg19256125'}
EN2	class2	15	{'cg21497990', 'cg09134794', 'cg17803868', 'cg12242086', 'cg23426473', 'cg22461324', 'cg20547407', 'cg06385227', 'cg23466418', 'cg00085619', 'cg20942223', 'cg16935980', 'cg22733133', 'cg14215702', 'cg05462543'}
STK31	class1	6	{'cg25612145', 'cg05407490', 'cg13514718', 'cg13802883', 'cg05000488', 'cg14898779'}
STK31	class2	12	{'cg11755819', 'cg17102984', 'cg27178045', 'cg25570411', 'cg17331904', 'cg27602452', 'cg13313214', 'cg00091742', 'cg00755064', 'cg21519371', 'cg06832339', 'cg15920472'}
KLF14	class1	15	{'cg08719712', 'cg22285878', 'cg06533629', 'cg17317023', 'cg02778245', 'cg18645297', 'cg02423044', 'cg14361627', 'cg21520933', 'cg09499629', 'cg08097417', 'cg09529138', 'cg03914913', 'cg06038655', 'cg07955995'}
KLF14	class2	9	{'cg05651960', 'cg00094518', 'cg25109431', 'cg04528819', 'cg21449170', 'cg20426994', 'cg18751682', 'cg23399222', 'cg09823095'}
MCM7	class1	10	{'cg18392045', 'cg10955642', 'cg08210001', 'cg11738421', 'cg26568722', 'cg21810604', 'cg26464524', 'cg14002172', 'cg08309311', 'cg25920258'}
MCM7	class2	34	{'cg05287409', 'cg16236270', 'cg17945195', 'cg06218186', 'cg07461273', 'cg00170236', 'cg23317683', 'cg10094907', 'cg23860451', 'cg00287016', 'cg12358443', 'cg07129731', 'cg22638766', 'cg17022727', 'cg22420044', 'cg08971171', 'cg04331960', 'cg14796007', 'cg00094751', 'cg10122932', 'cg16859931', 'cg09538129', 'cg08133824', 'cg16284168', 'cg22940022', 'cg03265037', 'cg25430849', 'cg26023204', 'cg03510359', 'cg02924836', 'cg09238235', 'cg24854681', 'cg20835353', 'cg09522706'}
MIR93	class1	7	{'cg00094751', 'cg16859931', 'cg02924836', 'cg09538129', 'cg09238235', 'cg03265037', 'cg00287016'}
MIR93	class2	6	{'cg22638766', 'cg06218186', 'cg00170236', 'cg17022727', 'cg08971171', 'cg09522706'}
DLX5	class1	14	{'cg17916835', 'cg05597836', 'cg19962750', 'cg04737114', 'cg16876790', 'cg17083494', 'cg13286614', 'cg26757388', 'cg01448276', 'cg20250426', 'cg09426103', 'cg10243939', 'cg01169726', 'cg00930455'}
DLX5	class2	32	{'cg00096922', 'cg11997899', 'cg20377305', 'cg15732768', 'cg11367354', 'cg00400832', 'cg12041387', 'cg08101303', 'cg08878323', 'cg06537230', 'cg08832603', 'cg09150117', 'cg08835113', 'cg00503840', 'cg13462129', 'cg13344740', 'cg15339231', 'cg24115040', 'cg07548367', 'cg09359114', 'cg06911084', 'cg27032146', 'cg20002177', 'cg16924616', 'cg11891395', 'cg02101486', 'cg27016494', 'cg14719076', 'cg18873386', 'cg11500797', 'cg20080624', 'cg24799863'}
MAGI2	class1	16	{'cg04652097', 'cg08641579', 'cg20537629', 'cg24021956', 'cg20996682', 'cg07985720', 'cg13330868', 'cg24391460', 'cg01158680', 'cg17463145', 'cg02523844', 'cg05270344', 'cg13382769', 'cg22280038', 'cg21784917', 'cg07448060'}
MAGI2	class2	88	{'cg21563078', 'cg07433373', 'cg04976780', 'cg13393978', 'cg00110846', 'cg02097144', 'cg05902852', 'cg18532190', 'cg19435720', 'cg18983132', 'cg26512635', 'cg14388864', 'cg16407998', 'cg24543015', 'cg08547367', 'cg14464244', 'cg13380319', 'cg14523772', 'cg09196534', 'cg04066147', 'cg05662404', 'cg05763154', 'cg18858249', 'cg11407989', 'cg21703222', 'cg11208322', 'cg25972943', 'cg24301139', 'cg13051700', 'cg03009871', 'cg12543766', 'cg12025522', 'cg14592474', 'cg20776619', 'cg11682605', 'cg05593887', 'cg12671090', 'cg20048109', 'cg17222941', 'cg07992633', 'cg18405299', 'cg12305074', 'cg09360796', 'cg04085585', 'cg24417779', 'cg19630306', 'cg06809544', 'cg11791670', 'cg10271408', 'cg11655410', 'cg18461347', 'cg25243773', 'cg25914921', 'cg01368068', 'cg04322651', 'cg13691428', 'cg01914455', 'cg20311601', 'cg18078841', 'cg01239112', 'cg13263512', 'ch.7.1714607F', 'cg26812610', 'cg18018828', 'cg04671932', 'cg12258161', 'cg14205820', 'cg23397287', 'cg23264763', 'cg13518529', 'cg16111259', 'cg12994657', 'cg25832180', 'cg19366753', 'cg07448997', 'cg01174843', 'cg11109374', 'cg02985539', 'cg02363960', 'cg01541787', 'cg22238600', 'cg19020339', 'cg27574973', 'cg15999067', 'cg00401665', 'cg24142117', 'cg15210108', 'cg26542254'}
CUL1	class1	6	{'cg03789645', 'cg06899186', 'cg12592716', 'cg00113208', 'cg18597411', 'cg11109845'}
CUL1	class2	26	{'cg19709083', 'cg25042258', 'cg09806900', 'cg03644238', 'cg19466590', 'cg21828951', 'cg08575682', 'cg03010756', 'cg20429277', 'cg22272668', 'cg14846596', 'cg09984349', 'cg09101235', 'cg25477176', 'cg15464763', 'cg24033032', 'cg13522162', 'cg04576426', 'cg11211690', 'cg17761410', 'cg03770962', 'cg03423221', 'cg21838933', 'cg16844053', 'cg19391535', 'cg18940274'}
DNAJB6	class1	5	{'cg12690313', 'cg09903872', 'cg23170771', 'cg11695266', 'cg14567287'}
DNAJB6	class2	87	{'cg27496299', 'cg17529436', 'cg08583888', 'cg01410440', 'cg25507226', 'cg07993586', 'cg07048143', 'cg23564939', 'cg01469549', 'cg07186946', 'cg08792082', 'cg21240861', 'cg05641778', 'cg20603964', 'cg22939563', 'cg13456653', 'cg19249678', 'cg06229455', 'cg05683808', 'cg27023755', 'cg01766193', 'cg25024001', 'cg13858484', 'cg24844815', 'cg23768894', 'cg12577647', 'cg10161638', 'cg20245520', 'cg17950348', 'cg25039694', 'cg05090392', 'cg15248935', 'cg14213430', 'cg17255085', 'cg27525636', 'cg13515783', 'cg06504624', 'cg09710771', 'cg08011146', 'cg19428573', 'cg08620789', 'cg03836195', 'cg22044861', 'cg03937368', 'cg02994253', 'cg00114346', 'cg12381188', 'cg02271119', 'cg18753341', 'cg24185680', 'cg09125311', 'cg14651435', 'cg25707994', 'cg04063230', 'cg18327321', 'cg17186355', 'cg27565794', 'cg07569018', 'cg22412150', 'cg26160086', 'cg06858263', 'cg26668151', 'cg06416110', 'cg19118904', 'cg17833937', 'cg18362281', 'cg19858151', 'cg05726556', 'cg02696201', 'cg24815507', 'cg20723414', 'cg08010530', 'cg18245230', 'cg03559568', 'cg03996020', 'cg25134890', 'cg05077108', 'cg10401362', 'cg11057877', 'cg26860459', 'cg12910268', 'cg10665071', 'cg21010435', 'cg23352384', 'cg00553120', 'cg04430780', 'ch.7.3356624R'}
IGFBP3	class1	30	{'cg22083798', 'cg07910986', 'cg23193639', 'cg04690927', 'cg24381682', 'cg24772240', 'cg24901098', 'cg03776080', 'cg22403266', 'cg11753867', 'cg04796162', 'cg10094651', 'cg21268650', 'cg20850023', 'cg08831744', 'cg16460681', 'cg24942272', 'cg08541297', 'cg26434048', 'cg16447589', 'cg15208757', 'cg22800581', 'cg14228300', 'cg23455440', 'cg10677697', 'cg09619271', 'cg05083496', 'cg02120774', 'cg19536059', 'cg12244052'}
IGFBP3	class2	12	{'cg16875425', 'cg05618456', 'cg05867388', 'cg20351904', 'cg06789764', 'cg00419512', 'cg06713098', 'cg15898840', 'cg12902183', 'cg13977557', 'cg00118103', 'cg04727332'}
AUTS2	class1	5	{'cg13660655', 'cg12683173', 'cg21591173', 'cg20012008', 'cg25662963'}
AUTS2	class2	109	{'cg05286252', 'cg10665616', 'cg21026624', 'cg04601228', 'cg02800100', 'cg19909623', 'cg10527525', 'cg22651048', 'cg18922542', 'cg09449543', 'cg10063682', 'cg00834988', 'cg04144218', 'cg11519725', 'cg08903389', 'cg10588834', 'cg20680265', 'cg07470570', 'cg25105066', 'cg26954327', 'cg07482470', 'cg19466875', 'cg23666374', 'cg19268017', 'cg07879825', 'cg04298511', 'cg18966688', 'cg25311278', 'cg08474953', 'cg03338740', 'cg21877010', 'cg13039539', 'cg00861847', 'cg24852135', 'cg25730584', 'cg06953065', 'cg00119687', 'cg23550295', 'cg01471203', 'cg17960934', 'cg15585576', 'cg05970317', 'cg25404758', 'cg17386710', 'cg12470551', 'cg23026543', 'cg17201273', 'cg08248641', 'cg21393713', 'cg23651585', 'cg08709827', 'cg13881790', 'cg09009070', 'cg01898553', 'cg27158793', 'cg15486572', 'cg10619644', 'cg21995931', 'cg20547575', 'cg15052518', 'cg02737738', 'cg01119700', 'cg17027195', 'cg21579710', 'cg05608790', 'cg26804932', 'cg00585733', 'cg15520052', 'cg08907819', 'cg21557473', 'cg17892069', 'cg11421724', 'cg18651347', 'cg17184370', 'cg20295702', 'cg01118711', 'cg07636142', 'cg04035048', 'cg16482324', 'cg16226004', 'cg14797899', 'cg26764358', 'cg14818546', 'cg17146029', 'cg24559064', 'cg20134287', 'cg13447033', 'cg19672993', 'cg06458469', 'cg13234848', 'cg16819888', 'cg15783703', 'cg18883530', 'cg25714956', 'cg16911981', 'cg19160433', 'cg17929042', 'cg00766322', 'cg09703727', 'cg03803008', 'cg13831216', 'cg19793499', 'cg21757212', 'cg20963750', 'cg14188845', 'cg12421734', 'cg10620707', 'cg10345429', 'cg08676249'}
TNRC18	class1	7	{'cg27275781', 'cg10392504', 'cg23209537', 'cg11534937', 'cg06828538', 'cg13606434', 'cg24351649'}
